ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
0.5,192.0.2.23,198.51.100.53,53,udp,dns,-,checkin.example,/,-,dns,clean
0.6,192.0.2.30,198.51.100.53,53,udp,dns,-,docs.example,/,-,dns,clean
0.6,192.0.2.17,198.51.100.53,53,udp,dns,-,gatekeeper.example,/,-,dns,clean
0.7,192.0.2.16,198.51.100.53,53,udp,dns,-,intranet.example,/,-,dns,clean
0.7,192.0.2.18,198.51.100.53,53,udp,dns,-,mail.example,/,-,dns,clean
0.8,192.0.2.14,198.51.100.53,53,udp,dns,-,news.invalid,/,-,dns,clean
0.8,192.0.2.13,198.51.100.53,53,udp,dns,-,ntp.example,/,-,dns,clean
0.9,192.0.2.29,198.51.100.53,53,udp,dns,-,portal.example,/,-,dns,clean
0.9,192.0.2.23,198.51.100.53,53,udp,dns,-,search.example,/,-,dns,clean
0.9,192.0.2.30,198.51.100.53,53,udp,dns,-,time.example,/,-,dns,clean
1.0,192.0.2.17,198.51.100.53,53,udp,dns,-,wiki.example,/,-,dns,clean
1.8,192.0.2.30,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=834928568,ransom-famil,ransomware,malicious
11.7,192.0.2.18,198.51.100.10,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
13.0,192.0.2.23,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=134392145,ransom-famil,ransomware,malicious
17.3,192.0.2.30,198.51.100.10,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
19.6,192.0.2.29,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
20.2,192.0.2.16,198.51.100.12,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
21.8,192.0.2.17,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
41.5,192.0.2.23,198.51.100.10,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
46.2,192.0.2.14,198.51.100.11,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
50.0,192.0.2.13,198.51.100.11,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
93.4,192.0.2.17,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
121.9,192.0.2.30,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=874118904,ransom-famil,ransomware,malicious
128.3,192.0.2.29,198.51.100.13,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
131.6,192.0.2.23,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=199377189,ransom-famil,ransomware,malicious
216.9,192.0.2.30,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
219.5,192.0.2.30,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
244.5,192.0.2.30,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=638932155,ransom-famil,ransomware,malicious
251.8,192.0.2.23,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=973774769,ransom-famil,ransomware,malicious
255.8,192.0.2.13,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
278.5,192.0.2.18,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
285.7,192.0.2.16,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
305.7,192.0.2.23,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
306.0,192.0.2.17,198.51.100.13,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
327.9,192.0.2.14,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
362.3,192.0.2.17,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
365.8,192.0.2.30,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=203609280,ransom-famil,ransomware,malicious
372.3,192.0.2.23,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=339130507,ransom-famil,ransomware,malicious
398.2,192.0.2.29,198.51.100.11,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
403.5,192.0.2.17,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
461.1,192.0.2.16,198.51.100.11,443,tcp,http,search.example,search.example,/,browser-chro,benign,clean
484.8,192.0.2.30,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=360186871,ransom-famil,ransomware,malicious
491.1,192.0.2.18,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
492.9,192.0.2.23,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=424868507,ransom-famil,ransomware,malicious
498.5,192.0.2.29,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
529.6,192.0.2.30,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
555.5,192.0.2.18,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
562.7,192.0.2.14,198.51.100.12,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
