ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
0.5,192.0.2.30,198.51.100.53,53,udp,dns,-,checkin.example,/,-,dns,clean
0.6,192.0.2.28,198.51.100.53,53,udp,dns,-,docs.example,/,-,dns,clean
0.6,192.0.2.22,198.51.100.53,53,udp,dns,-,gatekeeper.example,/,-,dns,clean
0.7,192.0.2.16,198.51.100.53,53,udp,dns,-,intranet.example,/,-,dns,clean
0.7,192.0.2.21,198.51.100.53,53,udp,dns,-,mail.example,/,-,dns,clean
0.8,192.0.2.17,198.51.100.53,53,udp,dns,-,news.invalid,/,-,dns,clean
0.8,192.0.2.26,198.51.100.53,53,udp,dns,-,ntp.example,/,-,dns,clean
0.9,192.0.2.23,198.51.100.53,53,udp,dns,-,portal.example,/,-,dns,clean
0.9,192.0.2.30,198.51.100.53,53,udp,dns,-,search.example,/,-,dns,clean
0.9,192.0.2.28,198.51.100.53,53,udp,dns,-,time.example,/,-,dns,clean
1.0,192.0.2.22,198.51.100.53,53,udp,dns,-,wiki.example,/,-,dns,clean
3.8,192.0.2.30,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
13.1,192.0.2.21,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
17.5,192.0.2.28,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
17.7,192.0.2.16,198.51.100.10,443,tcp,http,mail.example,mail.example,/api/v1/me,browser-chro,benign,clean
19.9,192.0.2.22,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
23.8,192.0.2.17,198.51.100.12,443,tcp,http,mail.example,mail.example,/assets/app.css,browser-chro,benign,clean
45.7,192.0.2.30,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=537957046,ransom-famil,ransomware,malicious
53.3,192.0.2.28,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=754808581,ransom-famil,ransomware,malicious
59.3,192.0.2.23,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
59.6,192.0.2.26,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
93.1,192.0.2.22,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
160.8,192.0.2.21,198.51.100.10,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
164.8,192.0.2.30,198.51.100.13,443,tcp,http,checkin.example,checkin.example,/gate?id=592281578,ransom-famil,ransomware,malicious
172.1,192.0.2.30,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
174.6,192.0.2.28,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=751658660,ransom-famil,ransomware,malicious
193.0,192.0.2.23,198.51.100.12,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
207.6,192.0.2.30,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
226.3,192.0.2.17,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
238.6,192.0.2.26,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
254.2,192.0.2.28,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
271.4,192.0.2.26,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
285.1,192.0.2.30,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=870615866,ransom-famil,ransomware,malicious
287.0,192.0.2.16,198.51.100.10,443,tcp,http,docs.example,docs.example,/api/v1/me,browser-chro,benign,clean
295.6,192.0.2.28,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=232659530,ransom-famil,ransomware,malicious
321.3,192.0.2.23,198.51.100.10,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
347.4,192.0.2.21,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
358.7,192.0.2.21,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
382.8,192.0.2.22,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
405.7,192.0.2.30,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=321386274,ransom-famil,ransomware,malicious
411.1,192.0.2.17,198.51.100.11,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
415.3,192.0.2.28,198.51.100.11,443,tcp,http,checkin.example,checkin.example,/gate?id=981331522,ransom-famil,ransomware,malicious
444.1,192.0.2.28,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
475.2,192.0.2.30,198.51.100.13,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
477.9,192.0.2.17,198.51.100.12,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
495.6,192.0.2.26,198.51.100.10,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
526.9,192.0.2.30,198.51.100.10,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=752921713,ransom-famil,ransomware,malicious
527.7,192.0.2.23,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
533.9,192.0.2.28,198.51.100.12,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=949684571,ransom-famil,ransomware,malicious
576.9,192.0.2.30,198.51.100.11,443,tcp,http,search.example,search.example,/search?q=meeting+notes,browser-chro,benign,clean
590.7,192.0.2.26,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
627.0,192.0.2.28,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/,browser-chro,benign,clean
629.7,192.0.2.21,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
634.3,192.0.2.22,198.51.100.12,443,tcp,http,docs.example,docs.example,/,browser-chro,benign,clean
646.4,192.0.2.30,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=773049867,ransom-famil,ransomware,malicious
652.2,192.0.2.16,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
653.0,192.0.2.28,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=615601129,ransom-famil,ransomware,malicious
746.3,192.0.2.23,198.51.100.10,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
760.0,192.0.2.21,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
760.1,192.0.2.17,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
766.0,192.0.2.30,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=130995944,ransom-famil,ransomware,malicious
774.1,192.0.2.28,198.51.100.13,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=347195306,ransom-famil,ransomware,malicious
775.4,192.0.2.28,198.51.100.11,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
801.5,192.0.2.26,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
820.8,192.0.2.16,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
831.2,192.0.2.16,198.51.100.11,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
832.5,192.0.2.23,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
836.0,192.0.2.30,198.51.100.12,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
883.5,192.0.2.22,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
886.6,192.0.2.30,198.51.100.12,443,tcp,http,checkin.example,checkin.example,/gate?id=483252241,ransom-famil,ransomware,malicious
895.5,192.0.2.28,198.51.100.11,443,tcp,http,gatekeeper.example,gatekeeper.example,/gate?id=261409046,ransom-famil,ransomware,malicious
941.1,192.0.2.17,198.51.100.12,443,tcp,http,news.invalid,news.invalid,/api/v1/me,browser-chro,benign,clean
977.4,192.0.2.21,198.51.100.13,443,tcp,http,news.invalid,news.invalid,/search?q=meeting+notes,browser-chro,benign,clean
999.2,192.0.2.26,198.51.100.10,443,tcp,http,mail.example,mail.example,/index.html,browser-chro,benign,clean
1006.9,192.0.2.30,198.51.100.10,443,tcp,http,checkin.example,checkin.example,/gate?id=494915895,ransom-famil,ransomware,malicious
