ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
0.5,192.0.2.23,198.51.100.53,53,udp,dns,-,docs.example,/,-,dns,clean
0.6,192.0.2.30,198.51.100.53,53,udp,dns,-,intranet.example,/,-,dns,clean
0.6,192.0.2.17,198.51.100.53,53,udp,dns,-,mail.example,/,-,dns,clean
0.7,192.0.2.16,198.51.100.53,53,udp,dns,-,news.invalid,/,-,dns,clean
0.7,192.0.2.18,198.51.100.53,53,udp,dns,-,ntp.example,/,-,dns,clean
0.8,192.0.2.14,198.51.100.53,53,udp,dns,-,portal.example,/,-,dns,clean
0.8,192.0.2.13,198.51.100.53,53,udp,dns,-,search.example,/,-,dns,clean
0.9,192.0.2.29,198.51.100.53,53,udp,dns,-,time.example,/,-,dns,clean
0.9,192.0.2.23,198.51.100.53,53,udp,dns,-,wiki.example,/,-,dns,clean
10.0,192.0.2.13,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/index.html,browser-chro,benign,clean
13.0,192.0.2.23,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/index.html,browser-chro,benign,clean
15.0,192.0.2.30,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
45.0,192.0.2.17,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
49.3,192.0.2.29,198.51.100.12,443,tcp,http,docs.example,docs.example,/search?q=meeting+notes,browser-chro,benign,clean
50.7,192.0.2.18,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
54.0,192.0.2.14,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
59.1,192.0.2.16,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
86.1,192.0.2.30,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/assets/app.css,browser-chro,benign,clean
164.9,192.0.2.30,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
166.7,192.0.2.14,198.51.100.13,443,tcp,http,portal.example,portal.example,/,browser-chro,benign,clean
171.9,192.0.2.29,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
187.8,192.0.2.17,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
224.3,192.0.2.17,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
228.4,192.0.2.13,198.51.100.13,443,tcp,http,search.example,search.example,/assets/app.css,browser-chro,benign,clean
250.0,192.0.2.16,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
261.4,192.0.2.16,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
318.5,192.0.2.18,198.51.100.12,443,tcp,http,search.example,search.example,/api/v1/me,browser-chro,benign,clean
329.2,192.0.2.23,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
358.6,192.0.2.30,198.51.100.11,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
421.8,192.0.2.13,198.51.100.11,443,tcp,http,wiki.example,wiki.example,/,browser-chro,benign,clean
427.3,192.0.2.29,198.51.100.12,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
481.0,192.0.2.17,198.51.100.13,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
486.8,192.0.2.23,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
504.0,192.0.2.14,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
536.8,192.0.2.14,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
538.1,192.0.2.30,198.51.100.11,443,tcp,http,mail.example,mail.example,/search?q=meeting+notes,browser-chro,benign,clean
570.2,192.0.2.13,198.51.100.12,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
575.5,192.0.2.18,198.51.100.12,443,tcp,http,wiki.example,wiki.example,/api/v1/me,browser-chro,benign,clean
601.7,192.0.2.14,198.51.100.11,443,tcp,http,docs.example,docs.example,/index.html,browser-chro,benign,clean
612.2,192.0.2.16,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/search?q=meeting+notes,browser-chro,benign,clean
669.3,192.0.2.13,198.51.100.53,123,udp,ntp,-,time.example,/,-,ntp,clean
677.4,192.0.2.23,198.51.100.10,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
686.8,192.0.2.18,198.51.100.13,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
