ts,src,dst,dport,proto,app,sni,host,uri,ja3,family,verdict
0.5,192.0.2.23,198.51.100.53,53,udp,dns,-,203.0.113.10,/,-,dns,clean
0.6,192.0.2.30,198.51.100.53,53,udp,dns,-,203.0.113.11,/,-,dns,clean
0.6,192.0.2.17,198.51.100.53,53,udp,dns,-,203.0.113.12,/,-,dns,clean
0.7,192.0.2.16,198.51.100.53,53,udp,dns,-,203.0.113.13,/,-,dns,clean
0.7,192.0.2.18,198.51.100.53,53,udp,dns,-,203.0.113.14,/,-,dns,clean
0.8,192.0.2.14,198.51.100.53,53,udp,dns,-,bv7xk2qmzp41tn9w3jfx8c2d.invalid,/,-,dns,suspicious
0.8,192.0.2.13,198.51.100.53,53,udp,dns,-,docs.example,/,-,dns,clean
0.9,192.0.2.29,198.51.100.53,53,udp,dns,-,intranet.example,/,-,dns,clean
0.9,192.0.2.23,198.51.100.53,53,udp,dns,-,k4pr82tmxq50z1n6hc4vs3d7.invalid,/,-,dns,suspicious
0.9,192.0.2.30,198.51.100.53,53,udp,dns,-,mail.example,/,-,dns,clean
1.0,192.0.2.17,198.51.100.53,53,udp,dns,-,news.invalid,/,-,dns,clean
1.1,192.0.2.16,198.51.100.53,53,udp,dns,-,ntp.example,/,-,dns,clean
1.1,192.0.2.18,198.51.100.53,53,udp,dns,-,p9q2wk5m8zx1j3f7dx4nb6c2h5t.invalid,/,-,dns,suspicious
1.1,192.0.2.14,198.51.100.53,53,udp,dns,-,portal.example,/,-,dns,clean
1.2,192.0.2.13,198.51.100.53,53,udp,dns,-,search.example,/,-,dns,clean
1.2,192.0.2.29,198.51.100.53,53,udp,dns,-,time.example,/,-,dns,clean
1.3,192.0.2.23,198.51.100.53,53,udp,dns,-,w2r6y3u8o1e5q0s4a7d9g2h5j.invalid,/,-,dns,suspicious
1.4,192.0.2.30,198.51.100.53,53,udp,dns,-,wiki.example,/,-,dns,clean
2.4,192.0.2.23,198.51.100.12,443,tcp,http,static.example,203.0.113.12,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
6.5,192.0.2.17,198.51.100.11,443,tcp,http,static.example,203.0.113.13,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
12.5,192.0.2.16,198.51.100.11,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
16.2,192.0.2.17,198.51.100.11,443,tcp,http,news.invalid,news.invalid,/assets/app.css,browser-chro,benign,clean
18.7,192.0.2.18,198.51.100.12,443,tcp,http,intranet.example,intranet.example,/index.html,browser-chro,benign,clean
27.7,192.0.2.30,198.51.100.10,443,tcp,http,static.example,203.0.113.11,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
31.2,192.0.2.23,198.51.100.11,443,tcp,http,portal.example,portal.example,/api/v1/me,browser-chro,benign,clean
34.7,192.0.2.29,198.51.100.10,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
35.5,192.0.2.14,198.51.100.10,443,tcp,http,search.example,search.example,/index.html,browser-chro,benign,clean
36.7,192.0.2.13,198.51.100.11,443,tcp,http,intranet.example,intranet.example,/,browser-chro,benign,clean
41.6,192.0.2.23,198.51.100.12,443,tcp,http,updates.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
54.3,192.0.2.30,198.51.100.13,443,tcp,http,docs.example,docs.example,/assets/app.css,browser-chro,benign,clean
62.1,192.0.2.17,198.51.100.12,443,tcp,http,updates.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
74.3,192.0.2.30,198.51.100.13,443,tcp,http,static.example,203.0.113.10,/api/v1/telemetry,c2-fronting-,campaign,malicious
90.8,192.0.2.23,198.51.100.12,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
106.6,192.0.2.17,198.51.100.11,443,tcp,http,static.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
121.4,192.0.2.30,198.51.100.12,443,tcp,http,api.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
124.6,192.0.2.23,198.51.100.10,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
126.4,192.0.2.23,198.51.100.13,443,tcp,http,cdn.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
128.2,192.0.2.17,198.51.100.13,443,tcp,http,wiki.example,wiki.example,/assets/app.css,browser-chro,benign,clean
157.8,192.0.2.17,198.51.100.11,443,tcp,http,updates.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
164.4,192.0.2.30,198.51.100.12,443,tcp,http,assets.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
174.6,192.0.2.23,198.51.100.13,443,tcp,http,static.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
175.6,192.0.2.17,198.51.100.10,443,tcp,http,portal.example,portal.example,/assets/app.css,browser-chro,benign,clean
196.0,192.0.2.17,198.51.100.12,443,tcp,http,static.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
205.9,192.0.2.30,198.51.100.11,443,tcp,http,assets.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
213.5,192.0.2.13,198.51.100.10,443,tcp,http,intranet.example,intranet.example,/search?q=meeting+notes,browser-chro,benign,clean
226.0,192.0.2.23,198.51.100.10,443,tcp,http,cdn.example,203.0.113.13,/api/v1/telemetry,c2-fronting-,campaign,malicious
229.7,192.0.2.17,198.51.100.13,443,tcp,http,updates.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
236.1,192.0.2.18,198.51.100.13,443,tcp,http,portal.example,portal.example,/search?q=meeting+notes,browser-chro,benign,clean
243.3,192.0.2.17,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
243.7,192.0.2.30,198.51.100.13,443,tcp,http,assets.example,203.0.113.12,/api/v1/telemetry,c2-fronting-,campaign,malicious
269.0,192.0.2.29,198.51.100.53,123,udp,ntp,-,ntp.example,/,-,ntp,clean
269.2,192.0.2.17,198.51.100.10,443,tcp,http,updates.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
274.3,192.0.2.23,198.51.100.10,443,tcp,http,updates.example,203.0.113.14,/api/v1/telemetry,c2-fronting-,campaign,malicious
293.3,192.0.2.30,198.51.100.10,443,tcp,http,assets.example,203.0.113.11,/api/v1/telemetry,c2-fronting-,campaign,malicious
304.3,192.0.2.30,198.51.100.11,443,tcp,http,mail.example,mail.example,/,browser-chro,benign,clean
314.6,192.0.2.17,198.51.100.12,443,tcp,http,assets.example,203.0.113.10,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
325.2,192.0.2.23,198.51.100.10,443,tcp,http,updates.example,203.0.113.13,"/api/v1/telemetry/up?d=@M@M@M@M@M…",c2-fronting-,campaign,malicious
